project_id,project_name,agency,state,prediction_month,evaluation_month,last_observed_month,original_completion_date,last_known_physical_progress,last_known_revised_completion_date,whether_in_completed_projects,whether_reappears_in_later_reports,suspected_exit_reason,confidence_or_evidence,final_resolution_status
N24001650,SIX LANING OF KADAMBATTUKONAM TO KAZHAKKOOTTAM SECTION OF NH-66(OLD NH-47) FROM KM. 517+250 TO KM.54 12-2021 1/2025,NHAI,KERALA,2025-04,2025-07,2025-04,2025-01,38.75,2026-04,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001654,SIX LANING OF START OF KOLLAM BYPASS (KM.486+000) KADAMBATTUKONAM (KM.517+250) SECTION OF NEW NH-66 6-2021 3/2025,NHAI,KERALA,2025-04,2025-07,2025-04,2025-03,76.02,2026-02,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001662,SIX LANING OF KT/KL BORDER (THALAPPDY) TO CHENGALA SECTION OF NH17 (NEW NH-66) FROM CH. 17.200 TO CH 5-2020 5/2024,NHAI,KERALA,2025-04,2025-07,2025-04,2024-05,93.85,2021-11,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001663,SIX LANING OF NEELESHWARAM TO THALIPARAMBHA SECTION FROM CH. 94+540 (EXISTING KM 96+450) TO CH. 134+ 6-2020 4/2024,NHAI,KERALA,2025-04,2025-07,2025-04,2024-04,80.6,2021-10,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001666,6L GREENFIELD BARAJA - KANDILI SECTION OF NH- 130- CD ROAD FROM KM 338+500 TO KM 342+500 (PACKAGE-OD 12-2021 9/2024 {8/2025},NHAI,ODISHA COAL,2025-04,2025-07,2025-04,2024-09,92.07,2025-08,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001670,6L OF KARKI ? KALIAGURA SECTION FROM KM 226.500 TO KM 249.000 OF NH-130-CD 2-2021 3/2024 {5/2025},PACKAGE ? OD-4,ODISHA COAL,2025-04,2025-07,2025-04,2024-03,93.6,2025-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001671,6L OF HATIBENA - BADAKUMARI SECTION FROM KM 146.50 TO KM 179.00 OF NH-130-CD 2-2021 3/2024 {5/2025},PACKAGE ? OD-2,ODISHA COAL,2025-04,2025-07,2025-04,2024-03,97.0,2025-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001673,4- LANING OF ROHTAK-JIND SECTION FROM KM. 307+000 TO KM. 347+800 OF NH-71 AND CONNECTING LINK FROM K 3-2020 3/2023,NHAI,HARYANA,2025-04,2025-07,2025-04,2023-03,95.5,2024-11,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001684,4L OF CHANNARAYAPATNA BYPASS AND HASSAN BYPASS WITH STRUCTURES IN DEVIHALLI -HASSAN SECTION 9-2020 1/2023,NHAI,KARNATAKA CIVIL AVIATION,2025-04,2025-07,2025-04,2023-01,80.02,2020-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001692,BALANCE WORKS OF FOUR LANE FROM KM 43+950 (THIRUVALLUR BYPASS) TO KM 61+470 (VEPPAMPATTU BYPASS) PAS 1-2022 9/2024,NHAI,TAMIL NADU CIVIL AVIATION,2025-04,2025-07,2025-04,2024-09,78.12,2025-02,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001696,FOUR LANING OF JITTANDAHALLI TO DHARMAPURI SECTION OF NH- 844 (PKG-III) FROM KM.60+100 TO KM.94+460 2-2019 8/2023,NHAI,TAMIL NADU CIVIL AVIATION,2025-04,2025-07,2025-04,2023-08,,2024-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001698,FOUR LANING OF MUNGER TO MIRZACHAUKI (NH-80) SECTION FROM NEAR RASULPUR TO MIRZACHAUKI (DESIGN CH 8-2022 8/2024,NHAI,BIHAR CIVIL AVIATION,2025-04,2025-07,2025-04,2024-08,,2025-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001701,FOUR LANING OF MUNGER TO MIRZACHAUKI (NH-80) SECTION FROM START OF EXISTING BHAGALPUR BYPASS TO RASU 4-2022 4/2024,NHAI,BIHAR CIVIL AVIATION,2025-04,2025-07,2025-04,2024-04,,2025-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001704,FOUR LANING OF MUNGER TO MIRZACHAUKI (NH-80) SECTION FROM KHARIA VILLAGE JUNCTION TO START OF EXISTI 3-2021 3/2024,NHAI,BIHAR CIVIL AVIATION,2025-04,2025-07,2025-04,2024-03,,2025-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001705,FOUR LANING OF MUNGER TO MIRZACHAUKI (NH-80) SECTION FROM MUNGER TO KHARIA VILLAGE JUNCTION DESIGN C 3-2022 3/2024,NHAI,BIHAR CIVIL AVIATION,2025-04,2025-07,2025-04,2024-03,,2025-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001715,BALANCE WORK OF TWO LANING WITH PAVED SHOULDER OF PIPRAKOTHI?MOTIHARI- RAXAUL SECTION OF NH-28A FRO 12-2018 10/2020 {1/2024},NHAI,BIHAR CIVIL AVIATION,2025-04,2025-07,2025-04,2020-10,100.0,2024-01,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001716,THOPPUR METTUR BHAVANI ERODE SECTION OF NH 544H FOR A LENGTH OF 85 KM 7-2022 8/2023,NHAI,TAMIL NADU CIVIL AVIATION,2025-04,2025-07,2025-04,2023-08,100.0,2024-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001722,6L OF MADURAVOYAL TO SRIPERUMBUDUR SECTION FROM KM. 13.800 TO KM. 37.000 OF NH-4 THROUGH STATE HIGH 11-2021 2/2023 {12/2024},NHAI,TAMIL NADU CIVIL AVIATION,2025-04,2025-07,2025-04,2023-02,99.0,2024-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001725,6L OF SRIPERUMBUDUR TO KARAIPETTAI FROM KM 37.000 TO KM 71.015 OF NH 48 1-2019 5/2021 {1/2025},NHAI,TAMIL NADU CIVIL AVIATION,2025-04,2025-07,2025-04,2021-05,57.32,2025-01,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001726,4L SPUR OF SHAMLI- MUZZAFARNAGAR CONNECTING NH-709AD (PANIPAT-SHAMLI- MUZAFFARNAGAR) AND NH-58 (MEERUT 1-2023 8/2024 {8/2024},NHAI,UTTAR PRADESH,2025-04,2025-07,2025-04,2024-08,80.3,2024-08,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001736,6L ACCESS CONTROL GREENFIELD HIGHWAY OF VILL- KARAUNDA MAHAJAN TO VILL- KHYAWARI FROM KM. 56.500 TO K 1-2022 8/2024 {7/2025},NHAI,UTTAR PRADESH,2025-04,2025-07,2025-04,2024-08,98.69,2025-07,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001737,"4LPS OF MUZAFFARNAGAR TO MIRANPUR SECTION OF NH- 709AD, PKG-III 11-2021 4/2024 {4/2024}",NHAI,UTTAR PRADESH,2025-04,2025-07,2025-04,2024-04,100.0,2024-04,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001739,REHABILITATION and UPGRADATION FROM 2 LANE TO 4 LANE OF NH STRETCH UNDER BHARATMALA PARIYOJANA FOR U 10-2019 11/2023,NHAI,UTTAR PRADESH,2025-04,2025-07,2025-04,2023-11,99.8,2024-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001744,"4L OF SHAMLI BYAPSS- SAHARANPUR FROM KM 92.2 TO KM 155.025 SECTION OF NH- 709B, PKG-II 5-2019 11/2022 {7/2025}",NHAI,UTTAR PRADESH,2025-04,2025-07,2025-04,2022-11,96.45,2025-07,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001747,SIX LANE OF PALSIT TO DANKUNI SECTION FROM 588.870 TO KM. 652.700 3-2020 9/2024 {9/2024},NHAI,WEST BENGAL CIVIL AVIATION,2025-04,2025-07,2025-04,2024-09,97.5,2024-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001748,SIX LANING OF NATIONAL CORRIDOR NH19 FROM PANAGARH TO PALSIT IN THE STATE OF WEST BENGAL UNDER BHARA 3-2021 9/2024 {9/2025},NHAI,WEST BENGAL CIVIL AVIATION,2025-04,2025-07,2025-04,2024-09,96.83,2025-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001755,4-LANING OF MEERUT NAJIBABAD SECTION FROM KM. 11.500 TO KM 39.250 AND KM 86.590 TO KM. 112.545.IN TH 10-2019 3/2023,NHAI,UTTAR PRADESH,2025-04,2025-07,2025-04,2023-03,100.0,2024-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001770,4L OF OBEDULLGANJ - BUDNI SECTION FROM KM. 8.400 TO KM. 20.700 IN RATANPANI WILDLIFE AREA OF NH - 69 2-2022 3/2024,NHAI,MADHYA PRADESH,2025-04,2025-07,2025-04,2024-03,95.37,2025-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001775,CONSTRUCTION OF PROPOSED REWARI BYPASS (DESIGN LENGTH 14.4 KM) NH-11 AS A FEEDER ROUTE IN THE STATE 2-2020 1/2023,NHAI,HARYANA,2025-04,2025-07,2025-04,2023-01,100.0,2024-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001779,DWARKA EXPRESSWAY FROM KM -0.600 TO KM 5.300 - PKG-I (SHIVMURTI CHOWK-RUB NEAR DWARKA SECTOR 21) 3-2018 9/2022 {6/2025},NHAI,DELHI,2025-04,2025-07,2025-04,2022-09,94.27,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001797,6L OF WAINGANGA BRIDGE - BHANDARA (INCLUDING BHANDARA BYPASS) SECTION FROM KM 485.000 TO KM 499.800 10-2021 1/2024 {5/2025},NHAI,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2024-01,100.0,2025-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001811,4L OF MO - SIHUNI FROM KM. 42.00 TO KM. 51.00 OF OLD NH- 20 (NEW NH-154) (PACKAGE-IB) 4-2021 6/2024 {5/2025},NHAI,316.16 91.50 HIMACHAL PRADESH,2025-04,2025-07,2025-04,2024-06,99.96,2025-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001813,4L OF END OF PINJORE BYPASS - BADDI - NALAGARH SECTION (KM. 4.200 TO KM. 35.370) OF NH21A 7-2021 9/2024 {9/2024},NHAI,316.16 91.50 HIMACHAL PRADESH,2025-04,2025-07,2025-04,2024-09,21.6,2024-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001817,6L OF CHILKARARUPET BYPASS FROM KM. 357.400 TO KM. 371.920 OF NH-16 2-2019 3/2023,NHAI,ANDHRA PRADESH,2025-04,2025-07,2025-04,2023-03,99.41,2024-10,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001822,BANGALORE CHENNAI EXPRESSWAY (PHASE-II PKG-I) FROM KM.71.000 TO KM 96.000 (BETHAMANGALA IN THE STATE 12-2020 10/2024 {10/2024},NHAI,ANDHRA PRADESH,2025-04,2025-07,2025-04,2024-10,81.5,2024-10,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001825,DEVELOPMENT OF 6L UER II [PACKAGE - II] (KARALA KANJHAWALA ROAD TILL NANGLOI - NAJAFGARH ROAD) FROM 7-2020 10/2023 {6/2025},NHAI,DELHI,2025-04,2025-07,2025-04,2023-10,93.81,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001828,CONSTRUCTION OF BYPASS TO GUDIYATHAM TOWN IN KM 23/100 ? 29/250 INCLUDING LA AND SHIFTING OF NH-234 1-2022 11/2024 {5/2025},MoRTH,TAMIL NADU CIVIL AVIATION,2025-04,2025-07,2025-04,2024-11,85.0,2025-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001829,FOUR LANING OF OTTANCHATRAM TO PALANI SECTION FROM KM 30/700 TO KM 55/000 OF NH 209(NEW NH- 83) INCLU 10-2022 11/2024 {5/2025},MoRTH,TAMIL NADU CIVIL AVIATION,2025-04,2025-07,2025-04,2024-11,99.0,2025-05,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001832,DIBRUGARH-LAHOAL-CHABUA BYPASS PACKAGE-3 1-2023 5/2025 {7/2025},NHIDCL,ASSAM,2025-04,2025-07,2025-04,2025-05,61.42,2025-07,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001833,JAMMU - AKHNOOR SECTION OF NH 144A PKG-3B 7-2022 3/2025 {8/2025},NHIDCL,133.82 29.50 JAMMU AND KASHMIR,2025-04,2025-07,2025-04,2025-03,71.09,2025-08,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001855,WIDENING OF EXISTING SINGLE LANE ROAD TO INTERMEDIATE LANE ROAD FROM MOKOKCHUNG TO CHARE VIA DIKHU I 2-2021 6/2025,MoRTH,NAGALAND,2025-04,2025-07,2025-04,2025-06,88.6,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001857,CONSTRUCTION OF ROAD FROM KM 0/0 TO 72/0 OF NH-26 SUCH AS 4 LANE FROM KM 0/0 TO 21/0 (BARGARH TO BAR 6-2020 12/2023,MoRTH,ODISHA COAL,2025-04,2025-07,2025-04,2023-12,97.0,2025-08,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001863,"CONSTRUCTION OF 5 HL BRIDGES AT KM 379/000 (PANGAM), KM 439/400 (POTTERU), KM 444/237 3-2021 6/2024",KONGURUKONDA,ODISHA COAL,2025-04,2025-07,2025-04,2024-06,30.0,2025-10,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001864,CONSTRUCTION OF FOUR LANE ROB AND ITS APPROACHES IN LIEU OF EXISTING LEVEL CROSSING NO. RV-71 AT KM 11-2021 6/2025 {8/2025},MoRTH,ODISHA COAL,2025-04,2025-07,2025-04,2025-06,32.0,2025-08,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001868,Sagwara Bypass and Garhi- Partapur Bypass of NH-927A in the State of Rajasthan. 3-2022 8/2025 {6/2025},MoRTH,RAJASTHAN CIVIL AVIATION,2025-04,2025-07,2025-04,2025-08,83.0,2025-06,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001880,REHABILITATION AND UP- GRADATION TO 4 LANE ROAD WITH PAVED SHOULDER CONFIGURATION OF SECTION FROM UND 3-2022 7/2025 {7/2025},MoRTH,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2025-07,,2025-07,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001885,REHABILITATION AND UP- GRADATION OF JINTUR- SHIRAD SHAHAPUR SECTION KM 258.300 TO KM 306.300 [DESIGN 2-2023 12/2024 {12/2024},MoRTH,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2024-12,,2024-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001886,DEVELOPMENT/WIDENING OF TALEGAON ? CHAKAN ? SHIKRAPUR ? NHAVARA SECTION OF NH 548DG (NHAVARA TO CHOU 10-2022 8/2024 {8/2024},MoRTH,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2024-08,58.78,2024-08,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001890,REHABILITATION AND UPGRADATION OF PARLI TO SIRSALA SECTION OF NH-361F (KM 136+700 TO 115+000) (LENGT 2-2023 12/2024 {12/2024},MoRTH,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2024-12,46.0,2024-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001891,BALANCE WORK OF REHABILITATION AND UP- GRADATION TO NH-166F FROM MAHAD JUNCTION (AT KM 123/400 ON NH- 7-2021 11/2023 {3/2024},MoRTH,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2023-11,59.66,2024-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001892,REHABILITATION AND UPGRADATION OF SHIRAPUR JUNCTION TO SHIVAJI CHOWK (DESIGN CHAINAGE KM. 130+00 TO 2-2023 12/2024 {12/2024},MoRTH,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2024-12,32.5,2024-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001896,UPGRADATIOBN AND REHABILITATION OF SECTION OF NH 361 F FROM PARLI TO 11-2021 9/2023 {4/2024},00/000) TO GANGAKHED (30/400,532.88 100.00 MAHARASHTRA CIVIL AVIATION,2025-04,2025-07,2025-04,2023-09,45.63,2024-04,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
N24001900,REHABILITATION AND UPGRADATION TO 2 LANE WITH PAVED SHOULDER FROM EXISTING CHAINAGE KM 49.150 TO KM 3-2020 8/2024 {3/2025},BRO,133.82 29.50 JAMMU AND KASHMIR,2025-04,2025-07,2025-04,2024-08,79.0,2025-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
